year,crossingType,absoluteChange,pctChange
2000,Truck Containers Loaded,-2469,-9.286843
2000,Trucks,747,2.65317
2001,Bus Passengers,517,8.788033
2001,Buses,51,23.394495
2001,Pedestrians,-3,-0.412088
2001,Personal Vehicle Passengers,-31653,-12.842328
2001,Personal Vehicles,-6545,-7.35633
2001,Rail Containers Empty,0,
2001,Rail Containers Loaded,0,
2001,Total People,-37684,-11.01691
2001,Total Vehicles,-9126,-16.777586
2001,Train Passengers,0,
2001,Trains,0,
2001,Truck Containers Empty,-272,-23.509075
2001,Truck Containers Loaded,-2506,-10.39101
2001,Trucks,-6399,-22.140336
2002,Bus Passengers,-2122,-33.15625
2002,Buses,-91,-33.828996
2002,Pedestrians,97,13.37931
2002,Personal Vehicle Passengers,3939,1.83362
2002,Personal Vehicles,-11850,-14.376532
2002,Rail Containers Empty,0,
2002,Rail Containers Loaded,0,
2002,Total People,-9936,-3.264426
2002,Total Vehicles,6397,14.131395
2002,Train Passengers,0,
2002,Trains,0,
2002,Truck Containers Empty,111,12.542373
2002,Truck Containers Loaded,3250,15.038638
2002,Trucks,3127,13.895925
2003,Bus Passengers,-229,-5.352969
2003,Buses,-29,-16.292135
2003,Pedestrians,374,45.498783
2003,Personal Vehicle Passengers,-5378,-2.458402
2003,Personal Vehicles,-2195,-3.110122
2003,Rail Containers Empty,0,
2003,Rail Containers Loaded,0,
2003,Total People,-7428,-2.522789
2003,Total Vehicles,-11397,-22.059421
2003,Train Passengers,0,
2003,Trains,0,
2003,Truck Containers Empty,-166,-16.666667
2003,Truck Containers Loaded,-5739,-23.084349
2003,Trucks,-5463,-21.314865
2004,Bus Passengers,-195,-4.816004
2004,Buses,-1,-0.671141
2004,Pedestrians,283,23.662207
2004,Personal Vehicle Passengers,-19359,-9.072462
2004,Personal Vehicles,2080,3.041781
2004,Rail Containers Empty,0,
2004,Rail Containers Loaded,0,
2004,Total People,-17191,-5.989729
2004,Total Vehicles,2951,7.3284
2004,Train Passengers,0,
2004,Trains,0,
2004,Truck Containers Empty,-478,-57.590361
2004,Truck Containers Loaded,2076,10.856605
2004,Trucks,1354,6.713939
2005,Bus Passengers,-280,-7.265179
2005,Buses,9,6.081081
2005,Pedestrians,5,0.338066
2005,Personal Vehicle Passengers,32931,16.97273
2005,Personal Vehicles,3706,5.259647
2005,Rail Containers Empty,0,
2005,Rail Containers Loaded,0,
2005,Total People,36362,13.476542
2005,Total Vehicles,-6575,-15.213216
2005,Train Passengers,0,
2005,Trains,0,
2005,Truck Containers Empty,41,11.647727
2005,Truck Containers Loaded,-3460,-16.322295
2005,Trucks,-3165,-14.706566
2006,Bus Passengers,716,20.033576
2006,Buses,77,49.044586
2006,Pedestrians,-412,-27.762803
2006,Personal Vehicle Passengers,64439,28.392978
2006,Personal Vehicles,8129,10.9604
2006,Rail Containers Empty,0,
2006,Rail Containers Loaded,0,
2006,Total People,72872,23.800457
2006,Total Vehicles,774,2.112215
2006,Train Passengers,0,
2006,Trains,0,
2006,Truck Containers Empty,63,16.030534
2006,Truck Containers Loaded,362,2.040816
2006,Trucks,272,1.481804
2007,Bus Passengers,-1165,-27.156177
2007,Buses,-117,-50
2007,Pedestrians,-591,-55.130597
2007,Personal Vehicle Passengers,-109437,-37.556496
2007,Personal Vehicles,8872,10.780597
2007,Rail Containers Empty,0,
2007,Rail Containers Loaded,0,
2007,Total People,-102321,-26.993993
2007,Total Vehicles,-3968,-10.604522
2007,Train Passengers,0,
2007,Trains,0,
2007,Truck Containers Empty,173,37.938596
2007,Truck Containers Loaded,-2042,-11.281768
2007,Trucks,-1982,-10.639897
2008,Bus Passengers,842,26.944
2008,Buses,21,17.948718
2008,Pedestrians,-81,-16.839917
2008,Personal Vehicle Passengers,19314,10.614654
2008,Personal Vehicles,9593,10.522332
2008,Rail Containers Empty,0,
2008,Rail Containers Loaded,0,
2008,Total People,29668,10.720919
2008,Total Vehicles,-9637,-28.810164
2008,Train Passengers,0,
2008,Trains,0,
2008,Truck Containers Empty,554,88.076312
2008,Truck Containers Loaded,-5233,-32.588118
2008,Trucks,-4979,-29.91109
2009,Bus Passengers,-1386,-34.93824
2009,Buses,-47,-34.057971
2009,Pedestrians,-5,-1.25
2009,Personal Vehicle Passengers,16504,8.19993
2009,Personal Vehicles,1319,1.309038
2009,Rail Containers Empty,0,
2009,Rail Containers Loaded,0,
2009,Total People,16432,5.362959
2009,Total Vehicles,-6761,-28.392055
2009,Train Passengers,0,
2009,Trains,0,
2009,Truck Containers Empty,199,16.82164
2009,Truck Containers Loaded,-3622,-33.459584
2009,Trucks,-3291,-28.207765
2010,Bus Passengers,-437,-16.931422
2010,Buses,-11,-12.087912
2010,Pedestrians,-156,-39.493671
2010,Personal Vehicle Passengers,49933,22.928816
2010,Personal Vehicles,34593,33.888127
2010,Rail Containers Empty,0,
2010,Rail Containers Loaded,0,
2010,Total People,83933,25.999133
2010,Total Vehicles,2868,16.819141
2010,Train Passengers,0,
2010,Trains,0,
2010,Truck Containers Empty,303,21.924747
2010,Truck Containers Loaded,1308,18.1591
2010,Trucks,1268,15.138491
2011,Bus Passengers,85,3.964552
2011,Buses,6,7.5
2011,Pedestrians,67,28.033473
2011,Personal Vehicle Passengers,9982,3.728703
2011,Personal Vehicles,39922,29.209866
2011,Rail Containers Empty,0,
2011,Rail Containers Loaded,0,
2011,Total People,50056,12.305937
2011,Total Vehicles,3336,16.746988
2011,Train Passengers,0,
2011,Trains,0,
2011,Truck Containers Empty,918,54.480712
2011,Truck Containers Loaded,912,10.715545
2011,Trucks,1500,15.553712
2012,Bus Passengers,261,11.709287
2012,Buses,12,13.953488
2012,Pedestrians,-2,-0.653595
2012,Personal Vehicle Passengers,22618,8.145083
2012,Personal Vehicles,13902,7.87225
2012,Rail Containers Empty,0,
2012,Rail Containers Loaded,0,
2012,Total People,36779,8.05111
2012,Total Vehicles,3181,13.678191
2012,Train Passengers,0,
2012,Trains,0,
2012,Truck Containers Empty,-124,-4.763734
2012,Truck Containers Loaded,1815,19.261382
2012,Trucks,1478,13.262742
2013,Bus Passengers,-76,-3.052209
2013,Buses,-3,-3.061224
2013,Pedestrians,193,63.486842
2013,Personal Vehicle Passengers,31860,10.609143
2013,Personal Vehicles,22628,11.878402
2013,Rail Containers Empty,0,
2013,Rail Containers Loaded,0,
2013,Total People,54605,11.062646
2013,Total Vehicles,-7882,-29.814275
2013,Train Passengers,0,
2013,Trains,0,
2013,Truck Containers Empty,-807,-32.553449
2013,Truck Containers Loaded,-5415,-48.18473
2013,Trucks,-1657,-13.127872
2014,Bus Passengers,515,21.333886
2014,Buses,19,20
2014,Pedestrians,-67,-13.480885
2014,Personal Vehicle Passengers,2234,0.672553
2014,Personal Vehicles,7722,3.623226
2014,Rail Containers Empty,0,
2014,Rail Containers Loaded,0,
2014,Total People,10404,1.897837
2014,Total Vehicles,1849,9.964969
2014,Train Passengers,0,
2014,Trains,0,
2014,Truck Containers Empty,-81,-4.844498
2014,Truck Containers Loaded,2782,47.77606
2014,Trucks,-871,-7.943456
2015,Bus Passengers,-544,-18.572892
2015,Buses,-28,-24.561404
2015,Pedestrians,1002,233.023256
2015,Personal Vehicle Passengers,-39838,-11.913242
2015,Personal Vehicles,-17116,-7.750162
2015,Rail Containers Empty,0,
2015,Rail Containers Loaded,0,
2015,Total People,-56496,-10.113729
2015,Total Vehicles,208,1.019408
2015,Train Passengers,0,
2015,Trains,0,
2015,Truck Containers Empty,-627,-39.409177
2015,Truck Containers Loaded,1294,15.037769
2015,Trucks,-431,-4.269863
2016,Bus Passengers,-1012,-42.431866
2016,Buses,-28,-32.55814
2016,Pedestrians,-763,-53.282123
2016,Personal Vehicle Passengers,-17143,-5.819808
2016,Personal Vehicles,-2949,-1.447497
2016,Rail Containers Empty,0,
2016,Rail Containers Loaded,0,
2016,Total People,-21867,-4.355013
2016,Total Vehicles,942,4.570153
2016,Train Passengers,0,
2016,Trains,0,
2016,Truck Containers Empty,-204,-21.161826
2016,Truck Containers Loaded,1089,11.001111
2016,Trucks,85,0.879644
2017,Bus Passengers,-152,-11.070648
2017,Buses,-12,-20.689655
2017,Pedestrians,-341,-50.971599
2017,Personal Vehicle Passengers,173,0.06236
2017,Personal Vehicles,-26442,-13.169507
2017,Rail Containers Empty,0,
2017,Rail Containers Loaded,0,
2017,Total People,-26762,-5.572584
2017,Total Vehicles,-107,-0.496428
2017,Train Passengers,0,
2017,Trains,0,
2017,Truck Containers Empty,4518,594.473684
2017,Truck Containers Loaded,-4494,-40.899163
2017,Trucks,-119,-1.220763
2018,Bus Passengers,-153,-12.530713
2018,Buses,-2,-4.347826
2018,Pedestrians,350,106.707317
2018,Personal Vehicle Passengers,13467,4.851347
2018,Personal Vehicles,-32039,-18.377309
2018,Rail Containers Empty,,
2018,Rail Containers Loaded,,
2018,Total People,-18375,-4.05198
2018,Total Vehicles,-87,-0.405651
2018,Train Passengers,,
2018,Trains,,
2018,Truck Containers Empty,522,9.89011
2018,Truck Containers Loaded,-1586,-24.422544
2018,Trucks,979,10.167203
2019,Bus Passengers,109,10.205993
2019,Buses,-4,-9.090909
2019,Pedestrians,-292,-43.067847
2019,Personal Vehicle Passengers,1312,0.450766
2019,Personal Vehicles,395,0.277581
2019,Rail Containers Empty,,
2019,Rail Containers Loaded,,
2019,Total People,1524,0.350259
2019,Total Vehicles,-2928,-13.707865
2019,Train Passengers,,
2019,Trains,,
2019,Truck Containers Empty,-846,-14.586207
2019,Truck Containers Loaded,-554,-11.287694
2019,Trucks,-1524,-14.366516
2020,Bus Passengers,-925,-78.589635
2020,Buses,-32,-80
2020,Pedestrians,-342,-88.601036
2020,Personal Vehicle Passengers,-248985,-85.160344
2020,Personal Vehicles,-119168,-83.511801
2020,Rail Containers Empty,,
2020,Rail Containers Loaded,,
2020,Total People,-369420,-84.606911
2020,Total Vehicles,-1617,-8.772786
2020,Train Passengers,,
2020,Trains,,
2020,Truck Containers Empty,-1272,-25.676221
2020,Truck Containers Loaded,446,10.243454
2020,Trucks,-759,-8.35535
2021,Bus Passengers,-252,-100
2021,Buses,-8,-100
2021,Pedestrians,124,281.818182
2021,Personal Vehicle Passengers,-30620,-70.574135
2021,Personal Vehicles,-14921,-63.418055
2021,Rail Containers Empty,,
2021,Rail Containers Loaded,,
2021,Total People,-45669,-67.948699
2021,Total Vehicles,4707,27.992864
2021,Train Passengers,,
2021,Trains,,
2021,Truck Containers Empty,778,21.129821
2021,Truck Containers Loaded,1662,34.625
2021,Trucks,2275,27.327327
2022,Bus Passengers,553,
2022,Buses,14,
2022,Pedestrians,-162,-96.428571
2022,Personal Vehicle Passengers,143880,1126.967964
2022,Personal Vehicles,69696,809.759498
2022,Rail Containers Empty,,
2022,Rail Containers Loaded,,
2022,Total People,213967,993.255037
2022,Total Vehicles,-3202,-14.877799
2022,Train Passengers,,
2022,Trains,,
2022,Truck Containers Empty,-1131,-25.358744
2022,Truck Containers Loaded,-286,-4.425874
2022,Trucks,-1799,-16.971698
2023,Bus Passengers,480,86.799277
2023,Buses,9,64.285714
2023,Pedestrians,-6,-100
2023,Personal Vehicle Passengers,79790,50.936181
2023,Personal Vehicles,37036,47.298316
2023,Rail Containers Empty,,
2023,Rail Containers Loaded,,
2023,Total People,117300,49.807014
2023,Total Vehicles,2575,14.055677
2023,Train Passengers,,
2023,Trains,,
2023,Truck Containers Empty,460,13.817963
2023,Truck Containers Loaded,1837,29.744171
2023,Trucks,269,3.056471
2024,Bus Passengers,-308,-29.81607
2024,Buses,-4,-17.391304
2024,Pedestrians,,
2024,Personal Vehicle Passengers,17876,7.560576
2024,Personal Vehicles,6463,5.603482
2024,Rail Containers Empty,,
2024,Rail Containers Loaded,,
2024,Total People,24031,6.811334
2024,Total Vehicles,2775,13.280689
2024,Train Passengers,,
2024,Trains,,
2024,Truck Containers Empty,-396,-10.451306
2024,Truck Containers Loaded,3113,38.84937
2024,Trucks,62,0.683572
2025,Bus Passengers,56,7.724138
2025,Buses,6,31.578947
2025,Pedestrians,,
2025,Personal Vehicle Passengers,-50618,-19.903819
2025,Personal Vehicles,-22618,-18.569482
2025,Rail Containers Empty,,
2025,Rail Containers Loaded,,
2025,Total People,-73180,-19.419382
2025,Total Vehicles,-1829,-7.727081
2025,Train Passengers,,
2025,Trains,,
2025,Truck Containers Empty,-1437,-42.351901
2025,Truck Containers Loaded,203,1.824555
2025,Trucks,-601,-6.581253
