year,crossingType,absoluteChange,pctChange
2024,Truck Containers Loaded,,
2024,Trucks,,
2025,Bus Passengers,,
2025,Buses,,
2025,Pedestrians,-11,-78.571429
2025,Personal Vehicle Passengers,-3172,-36.484932
2025,Personal Vehicles,-1352,-34.953464
2025,Rail Containers Empty,,
2025,Rail Containers Loaded,,
2025,Total,-4535,-36.055017
2025,Train Passengers,,
2025,Trains,,
2025,Truck Containers Empty,-1,-100
2025,Truck Containers Loaded,,
2025,Trucks,1,100
