year,crossingType,absoluteChange,pctChange
2001,Personal Vehicle Passengers,-2327,-17.530511
2001,Personal Vehicles,-1320,-23.178227
2001,Rail Containers Empty,0,
2001,Rail Containers Loaded,0,
2001,Total People,-3314,-17.47061
2001,Total Vehicles,1097,18.458691
2001,Train Passengers,0,
2001,Trains,0,
2001,Truck Containers Empty,-6,-3.773585
2001,Truck Containers Loaded,483,17.318035
2001,Trucks,611,20.400668
2002,Bus Passengers,-205,-62.121212
2002,Buses,-6,-66.666667
2002,Pedestrians,-3,-100
2002,Personal Vehicle Passengers,-1072,-9.792637
2002,Personal Vehicles,131,2.994286
2002,Rail Containers Empty,0,
2002,Rail Containers Loaded,0,
2002,Total People,-1149,-7.339508
2002,Total Vehicles,-4388,-62.329545
2002,Train Passengers,0,
2002,Trains,0,
2002,Truck Containers Empty,-119,-77.777778
2002,Truck Containers Loaded,-1982,-60.574572
2002,Trucks,-2281,-63.255685
2003,Bus Passengers,-29,-23.2
2003,Buses,0,0
2003,Pedestrians,0,
2003,Personal Vehicle Passengers,-510,-5.164557
2003,Personal Vehicles,-496,-11.007545
2003,Rail Containers Empty,0,
2003,Rail Containers Loaded,0,
2003,Total People,-1035,-7.134979
2003,Total Vehicles,-1096,-41.3273
2003,Train Passengers,0,
2003,Trains,0,
2003,Truck Containers Empty,16,47.058824
2003,Truck Containers Loaded,-735,-56.976744
2003,Trucks,-377,-28.45283
2004,Bus Passengers,-96,-100
2004,Buses,-3,-100
2004,Pedestrians,0,
2004,Personal Vehicle Passengers,1427,15.237587
2004,Personal Vehicles,740,18.453865
2004,Rail Containers Empty,0,
2004,Rail Containers Loaded,0,
2004,Total People,2071,15.373766
2004,Total Vehicles,-740,-47.557841
2004,Train Passengers,0,
2004,Trains,0,
2004,Truck Containers Empty,-50,-100
2004,Truck Containers Loaded,-555,-100
2004,Trucks,-132,-13.924051
2005,Bus Passengers,53,
2005,Buses,6,
2005,Pedestrians,0,
2005,Personal Vehicle Passengers,174,1.612305
2005,Personal Vehicles,-166,-3.494737
2005,Rail Containers Empty,0,
2005,Rail Containers Loaded,0,
2005,Total People,61,0.392485
2005,Total Vehicles,541,66.29902
2005,Train Passengers,0,
2005,Trains,0,
2005,Truck Containers Empty,211,
2005,Truck Containers Loaded,466,
2005,Trucks,-142,-17.401961
2006,Bus Passengers,-52,-98.113208
2006,Buses,-5,-83.333333
2006,Pedestrians,3,
2006,Personal Vehicle Passengers,-1090,-9.939814
2006,Personal Vehicles,74,1.614311
2006,Rail Containers Empty,0,
2006,Rail Containers Loaded,0,
2006,Total People,-1065,-6.82561
2006,Total Vehicles,-67,-4.937362
2006,Train Passengers,0,
2006,Trains,0,
2006,Truck Containers Empty,-100,-47.393365
2006,Truck Containers Loaded,72,15.450644
2006,Trucks,-34,-5.04451
2007,Bus Passengers,274,27400
2007,Buses,9,900
2007,Pedestrians,-2,-66.666667
2007,Personal Vehicle Passengers,2347,23.764682
2007,Personal Vehicles,521,11.185058
2007,Rail Containers Empty,0,
2007,Rail Containers Loaded,0,
2007,Total People,3140,21.598569
2007,Total Vehicles,-318,-24.651163
2007,Train Passengers,0,
2007,Trains,0,
2007,Truck Containers Empty,2,1.801802
2007,Truck Containers Loaded,-188,-34.944238
2007,Trucks,-141,-22.03125
2008,Bus Passengers,-110,-40
2008,Buses,-5,-50
2008,Pedestrians,-1,-100
2008,Personal Vehicle Passengers,414,3.387057
2008,Personal Vehicles,896,17.300637
2008,Rail Containers Empty,0,
2008,Rail Containers Loaded,0,
2008,Total People,1199,6.782441
2008,Total Vehicles,-537,-55.246914
2008,Train Passengers,0,
2008,Trains,0,
2008,Truck Containers Empty,-113,-100
2008,Truck Containers Loaded,-350,-100
2008,Trucks,-69,-13.827655
2009,Bus Passengers,-19,-11.515152
2009,Buses,0,0
2009,Pedestrians,1993,
2009,Personal Vehicle Passengers,222,1.756746
2009,Personal Vehicles,-21,-0.345679
2009,Rail Containers Empty,0,
2009,Rail Containers Loaded,0,
2009,Total People,2175,11.521958
2009,Total Vehicles,499,114.712644
2009,Train Passengers,0,
2009,Trains,0,
2009,Truck Containers Empty,154,
2009,Truck Containers Loaded,250,
2009,Trucks,95,22.093023
2010,Bus Passengers,4,2.739726
2010,Buses,1,20
2010,Pedestrians,-1993,-100
2010,Personal Vehicle Passengers,2142,16.657594
2010,Personal Vehicles,284,4.691113
2010,Rail Containers Empty,0,
2010,Rail Containers Loaded,0,
2010,Total People,437,2.075812
2010,Total Vehicles,364,38.972163
2010,Train Passengers,0,
2010,Trains,0,
2010,Truck Containers Empty,15,9.74026
2010,Truck Containers Loaded,204,81.6
2010,Trucks,144,27.428571
2011,Bus Passengers,-10,-6.666667
2011,Buses,-2,-33.333333
2011,Pedestrians,0,
2011,Personal Vehicle Passengers,439,2.926472
2011,Personal Vehicles,-118,-1.861786
2011,Rail Containers Empty,0,
2011,Rail Containers Loaded,0,
2011,Total People,311,1.447252
2011,Total Vehicles,50,3.85208
2011,Train Passengers,0,
2011,Trains,0,
2011,Truck Containers Empty,14,8.284024
2011,Truck Containers Loaded,8,1.762115
2011,Trucks,30,4.484305
2012,Bus Passengers,80,57.142857
2012,Buses,1,25
2012,Pedestrians,5,
2012,Personal Vehicle Passengers,-49,-0.317358
2012,Personal Vehicles,210,3.376206
2012,Rail Containers Empty,0,
2012,Rail Containers Loaded,0,
2012,Total People,246,1.12844
2012,Total Vehicles,1528,113.353116
2012,Train Passengers,0,
2012,Trains,0,
2012,Truck Containers Empty,-71,-38.797814
2012,Truck Containers Loaded,723,156.493506
2012,Trucks,875,125.178827
2013,Bus Passengers,-91,-41.363636
2013,Buses,-2,-40
2013,Pedestrians,7,140
2013,Personal Vehicle Passengers,-1217,-7.907219
2013,Personal Vehicles,-328,-5.101089
2013,Rail Containers Empty,0,
2013,Rail Containers Loaded,0,
2013,Total People,-1629,-7.389096
2013,Total Vehicles,149,5.180807
2013,Train Passengers,0,
2013,Trains,0,
2013,Truck Containers Empty,-1,-0.892857
2013,Truck Containers Loaded,-112,-9.451477
2013,Trucks,264,16.772554
2014,Bus Passengers,37,28.682171
2014,Buses,2,66.666667
2014,Pedestrians,-12,-100
2014,Personal Vehicle Passengers,-603,-4.254268
2014,Personal Vehicles,-412,-6.751885
2014,Rail Containers Empty,0,
2014,Rail Containers Loaded,0,
2014,Total People,-990,-4.8489
2014,Total Vehicles,-1910,-63.140496
2014,Train Passengers,0,
2014,Trains,0,
2014,Truck Containers Empty,-67,-60.36036
2014,Truck Containers Loaded,-720,-67.101584
2014,Trucks,-1125,-61.207835
2015,Bus Passengers,-112,-67.46988
2015,Buses,-3,-60
2015,Pedestrians,1,
2015,Personal Vehicle Passengers,-2025,-14.921524
2015,Personal Vehicles,666,11.704745
2015,Rail Containers Empty,0,
2015,Rail Containers Loaded,0,
2015,Total People,-1470,-7.566788
2015,Total Vehicles,-438,-39.282511
2015,Train Passengers,0,
2015,Trains,0,
2015,Truck Containers Empty,-25,-56.818182
2015,Truck Containers Loaded,-192,-54.390935
2015,Trucks,-218,-30.575035
2016,Bus Passengers,8,14.814815
2016,Buses,0,0
2016,Pedestrians,-1,-100
2016,Personal Vehicle Passengers,-722,-6.253248
2016,Personal Vehicles,-1053,-16.567023
2016,Rail Containers Empty,0,
2016,Rail Containers Loaded,0,
2016,Total People,-1768,-9.845743
2016,Total Vehicles,-356,-52.584934
2016,Train Passengers,0,
2016,Trains,0,
2016,Truck Containers Empty,-19,-100
2016,Truck Containers Loaded,-161,-100
2016,Trucks,-176,-35.555556
2017,Bus Passengers,43,69.354839
2017,Buses,2,100
2017,Pedestrians,5,
2017,Personal Vehicle Passengers,749,6.919808
2017,Personal Vehicles,85,1.602866
2017,Rail Containers Empty,0,
2017,Rail Containers Loaded,0,
2017,Total People,882,5.448144
2017,Total Vehicles,862,268.535826
2017,Train Passengers,0,
2017,Trains,0,
2017,Truck Containers Empty,214,
2017,Truck Containers Loaded,463,
2017,Trucks,183,57.366771
2018,Bus Passengers,-41,-39.047619
2018,Buses,-2,-50
2018,Pedestrians,-5,-100
2018,Personal Vehicle Passengers,-408,-3.525447
2018,Personal Vehicles,-366,-6.792873
2018,Rail Containers Empty,,
2018,Rail Containers Loaded,,
2018,Total People,-820,-4.803468
2018,Total Vehicles,-490,-41.420118
2018,Train Passengers,,
2018,Trains,,
2018,Truck Containers Empty,35,16.35514
2018,Truck Containers Loaded,-335,-72.354212
2018,Trucks,-188,-37.450199
2019,Bus Passengers,-64,-100
2019,Buses,-1,-50
2019,Pedestrians,,
2019,Personal Vehicle Passengers,-32,-0.28661
2019,Personal Vehicles,401,7.984867
2019,Rail Containers Empty,,
2019,Rail Containers Loaded,,
2019,Total People,306,1.882961
2019,Total Vehicles,-279,-40.25974
2019,Train Passengers,,
2019,Trains,,
2019,Truck Containers Empty,-157,-63.052209
2019,Truck Containers Loaded,3,2.34375
2019,Trucks,-124,-39.490446
2020,Bus Passengers,,
2020,Buses,-1,-100
2020,Pedestrians,3,300
2020,Personal Vehicle Passengers,-9154,-82.224019
2020,Personal Vehicles,-4275,-78.830905
2020,Rail Containers Empty,,
2020,Rail Containers Loaded,,
2020,Total People,-13426,-81.089569
2020,Total Vehicles,106,25.603865
2020,Train Passengers,,
2020,Trains,,
2020,Truck Containers Empty,105,114.130435
2020,Truck Containers Loaded,-51,-38.931298
2020,Trucks,53,27.894737
2021,Bus Passengers,,
2021,Buses,,
2021,Pedestrians,-1,-25
2021,Personal Vehicle Passengers,-819,-41.384538
2021,Personal Vehicles,-348,-30.313589
2021,Rail Containers Empty,,
2021,Rail Containers Loaded,,
2021,Total People,-1168,-37.304376
2021,Total Vehicles,365,70.192308
2021,Train Passengers,,
2021,Trains,,
2021,Truck Containers Empty,139,70.558376
2021,Truck Containers Loaded,52,65
2021,Trucks,174,71.604938
2022,Bus Passengers,,
2022,Buses,,
2022,Pedestrians,-3,-100
2022,Personal Vehicle Passengers,3262,281.206897
2022,Personal Vehicles,1476,184.5
2022,Rail Containers Empty,,
2022,Rail Containers Loaded,,
2022,Total People,4735,241.21243
2022,Total Vehicles,-319,-36.045198
2022,Train Passengers,,
2022,Trains,,
2022,Truck Containers Empty,-119,-35.416667
2022,Truck Containers Loaded,-51,-38.636364
2022,Trucks,-149,-35.731415
2023,Bus Passengers,,
2023,Buses,,
2023,Pedestrians,,
2023,Personal Vehicle Passengers,2318,52.41972
2023,Personal Vehicles,920,40.421793
2023,Rail Containers Empty,,
2023,Rail Containers Loaded,,
2023,Total People,3238,48.342789
2023,Total Vehicles,7,1.236749
2023,Train Passengers,,
2023,Trains,,
2023,Truck Containers Empty,-1,-0.460829
2023,Truck Containers Loaded,-1,-1.234568
2023,Trucks,9,3.358209
2024,Bus Passengers,,
2024,Buses,,
2024,Pedestrians,,
2024,Personal Vehicle Passengers,502,7.448071
2024,Personal Vehicles,160,5.006258
2024,Rail Containers Empty,,
2024,Rail Containers Loaded,,
2024,Total People,662,6.662641
2024,Total Vehicles,202,35.253054
2024,Train Passengers,,
2024,Trains,,
2024,Truck Containers Empty,127,58.796296
2024,Truck Containers Loaded,-22,-27.5
2024,Trucks,97,35.018051
2025,Bus Passengers,,
2025,Buses,,
2025,Pedestrians,,
2025,Personal Vehicle Passengers,-2130,-29.411765
2025,Personal Vehicles,-868,-25.864124
2025,Rail Containers Empty,,
2025,Rail Containers Loaded,,
2025,Total People,-2998,-28.288356
2025,Total Vehicles,-402,-51.870968
2025,Train Passengers,,
2025,Trains,,
2025,Truck Containers Empty,-211,-61.516035
2025,Truck Containers Loaded,0,0
2025,Trucks,-192,-51.336898
