year,crossingType,absoluteChange,pctChange
2001,Bus Passengers,37,1.595515
2001,Buses,-4,-3.846154
2001,Pedestrians,1,
2001,Personal Vehicle Passengers,2882,4.364088
2001,Personal Vehicles,-1609,-5.660709
2001,Rail Containers Empty,0,
2001,Rail Containers Loaded,0,
2001,Total People,1311,1.354591
2001,Total Vehicles,7879,24.611876
2001,Train Passengers,0,
2001,Trains,0,
2001,Truck Containers Empty,591,49.957735
2001,Truck Containers Loaded,4178,29.488989
2001,Trucks,3114,18.806619
2002,Bus Passengers,-626,-26.570458
2002,Buses,-20,-20
2002,Pedestrians,-1,-100
2002,Personal Vehicle Passengers,-9624,-13.963814
2002,Personal Vehicles,-3116,-11.620362
2002,Rail Containers Empty,0,
2002,Rail Containers Loaded,0,
2002,Total People,-13367,-13.626864
2002,Total Vehicles,-7792,-19.532738
2002,Train Passengers,0,
2002,Trains,0,
2002,Truck Containers Empty,-548,-30.890643
2002,Truck Containers Loaded,-3471,-18.919656
2002,Trucks,-3753,-19.077877
2003,Bus Passengers,-188,-10.867052
2003,Buses,-15,-18.75
2003,Pedestrians,0,
2003,Personal Vehicle Passengers,-7865,-13.26374
2003,Personal Vehicles,-3141,-13.253724
2003,Rail Containers Empty,0,
2003,Rail Containers Loaded,0,
2003,Total People,-11194,-13.212001
2003,Total Vehicles,-750,-2.336449
2003,Train Passengers,0,
2003,Trains,0,
2003,Truck Containers Empty,-316,-25.774878
2003,Truck Containers Loaded,-158,-1.062185
2003,Trucks,-261,-1.63955
2004,Bus Passengers,-282,-18.287938
2004,Buses,-21,-32.307692
2004,Pedestrians,0,
2004,Personal Vehicle Passengers,2471,4.804402
2004,Personal Vehicles,996,4.844829
2004,Rail Containers Empty,0,
2004,Rail Containers Loaded,0,
2004,Total People,3185,4.331448
2004,Total Vehicles,7492,23.897927
2004,Train Passengers,0,
2004,Trains,0,
2004,Truck Containers Empty,-129,-14.175824
2004,Truck Containers Loaded,3422,23.252021
2004,Trucks,4220,26.951079
2005,Bus Passengers,-121,-9.603175
2005,Buses,12,27.272727
2005,Pedestrians,1,
2005,Personal Vehicle Passengers,3761,6.977348
2005,Personal Vehicles,-1214,-5.632365
2005,Rail Containers Empty,0,
2005,Rail Containers Loaded,0,
2005,Total People,2427,3.163575
2005,Total Vehicles,-5437,-13.997734
2005,Train Passengers,0,
2005,Trains,0,
2005,Truck Containers Empty,-73,-9.346991
2005,Truck Containers Loaded,-4789,-26.401676
2005,Trucks,-587,-2.953013
2006,Bus Passengers,1917,168.305531
2006,Buses,34,60.714286
2006,Pedestrians,-1,-100
2006,Personal Vehicle Passengers,10731,18.609531
2006,Personal Vehicles,923,4.537856
2006,Rail Containers Empty,0,
2006,Rail Containers Loaded,0,
2006,Total People,13570,17.145962
2006,Total Vehicles,-192,-0.574764
2006,Train Passengers,0,
2006,Trains,0,
2006,Truck Containers Empty,739,104.378531
2006,Truck Containers Loaded,256,1.917603
2006,Trucks,-1221,-6.329376
2007,Bus Passengers,-2377,-77.781414
2007,Buses,-52,-57.777778
2007,Pedestrians,2,
2007,Personal Vehicle Passengers,-8231,-12.034505
2007,Personal Vehicles,2953,13.887974
2007,Rail Containers Empty,0,
2007,Rail Containers Loaded,0,
2007,Total People,-7653,-8.254417
2007,Total Vehicles,3915,11.787553
2007,Train Passengers,0,
2007,Trains,0,
2007,Truck Containers Empty,299,20.663442
2007,Truck Containers Loaded,2671,19.631045
2007,Trucks,997,5.517432
2008,Bus Passengers,307,45.213549
2008,Buses,-1,-2.631579
2008,Pedestrians,-1,-50
2008,Personal Vehicle Passengers,1465,2.435011
2008,Personal Vehicles,-1241,-5.124711
2008,Rail Containers Empty,0,
2008,Rail Containers Loaded,0,
2008,Total People,530,0.623082
2008,Total Vehicles,-7722,-20.798319
2008,Train Passengers,0,
2008,Trains,0,
2008,Truck Containers Empty,341,19.530355
2008,Truck Containers Loaded,-3624,-22.264545
2008,Trucks,-4438,-23.275817
2009,Bus Passengers,-265,-26.876268
2009,Buses,-5,-13.513514
2009,Pedestrians,0,0
2009,Personal Vehicle Passengers,-7686,-12.471401
2009,Personal Vehicles,-2986,-12.996736
2009,Rail Containers Empty,0,
2009,Rail Containers Loaded,0,
2009,Total People,-10937,-12.778213
2009,Total Vehicles,-9610,-32.680405
2009,Train Passengers,0,
2009,Trains,0,
2009,Truck Containers Empty,-433,-20.747484
2009,Truck Containers Loaded,-4562,-36.054691
2009,Trucks,-4610,-31.512749
2010,Bus Passengers,-265,-36.754508
2010,Buses,-7,-21.875
2010,Pedestrians,-1,-100
2010,Personal Vehicle Passengers,5107,9.467401
2010,Personal Vehicles,1143,5.718145
2010,Rail Containers Empty,0,
2010,Rail Containers Loaded,0,
2010,Total People,5984,8.015646
2010,Total Vehicles,2822,14.255405
2010,Train Passengers,0,
2010,Trains,0,
2010,Truck Containers Empty,-107,-6.469166
2010,Truck Containers Loaded,109,1.347176
2010,Trucks,2827,28.216389
2011,Bus Passengers,327,71.710526
2011,Buses,9,36
2011,Pedestrians,0,
2011,Personal Vehicle Passengers,-8382,-14.19475
2011,Personal Vehicles,4510,21.342041
2011,Rail Containers Empty,0,
2011,Rail Containers Loaded,0,
2011,Total People,-3545,-4.39619
2011,Total Vehicles,7182,31.753471
2011,Train Passengers,0,
2011,Trains,0,
2011,Truck Containers Empty,2105,136.069813
2011,Truck Containers Loaded,2147,26.182927
2011,Trucks,2921,22.738596
2012,Bus Passengers,-41,-5.236271
2012,Buses,-10,-29.411765
2012,Pedestrians,0,
2012,Personal Vehicle Passengers,-2671,-5.271572
2012,Personal Vehicles,-934,-3.642462
2012,Rail Containers Empty,0,
2012,Rail Containers Loaded,0,
2012,Total People,-3646,-4.729353
2012,Total Vehicles,5544,18.604027
2012,Train Passengers,0,
2012,Trains,0,
2012,Truck Containers Empty,2186,59.857612
2012,Truck Containers Loaded,1392,13.453175
2012,Trucks,1976,12.532505
2013,Bus Passengers,147,19.811321
2013,Buses,22,91.666667
2013,Pedestrians,0,
2013,Personal Vehicle Passengers,-263,-0.547951
2013,Personal Vehicles,-1137,-4.601748
2013,Rail Containers Empty,0,
2013,Rail Containers Loaded,0,
2013,Total People,-1253,-1.705992
2013,Total Vehicles,2153,6.091557
2013,Train Passengers,0,
2013,Trains,0,
2013,Truck Containers Empty,1861,31.877355
2013,Truck Containers Loaded,-1537,-13.093108
2013,Trucks,1807,10.184298
2014,Bus Passengers,-340,-38.245219
2014,Buses,-13,-28.26087
2014,Pedestrians,0,
2014,Personal Vehicle Passengers,-181,-0.379185
2014,Personal Vehicles,894,3.792796
2014,Rail Containers Empty,0,
2014,Rail Containers Loaded,0,
2014,Total People,373,0.516663
2014,Total Vehicles,-2764,-7.371256
2014,Train Passengers,0,
2014,Trains,0,
2014,Truck Containers Empty,-2182,-28.341343
2014,Truck Containers Loaded,1014,9.939228
2014,Trucks,-1583,-8.097187
2015,Bus Passengers,-25,-4.553734
2015,Buses,-19,-57.575758
2015,Pedestrians,495,
2015,Personal Vehicle Passengers,-2437,-5.124808
2015,Personal Vehicles,-1003,-4.099734
2015,Rail Containers Empty,0,
2015,Rail Containers Loaded,0,
2015,Total People,-2970,-4.092769
2015,Total Vehicles,-5743,-16.534708
2015,Train Passengers,0,
2015,Trains,0,
2015,Truck Containers Empty,-1727,-31.303245
2015,Truck Containers Loaded,-1106,-9.860913
2015,Trucks,-2891,-16.090611
2016,Bus Passengers,-324,-61.832061
2016,Buses,-7,-50
2016,Pedestrians,462,93.333333
2016,Personal Vehicle Passengers,1015,2.249756
2016,Personal Vehicles,444,1.892422
2016,Rail Containers Empty,0,
2016,Rail Containers Loaded,0,
2016,Total People,1597,2.294639
2016,Total Vehicles,-5585,-19.265264
2016,Train Passengers,0,
2016,Trains,0,
2016,Truck Containers Empty,-523,-13.799472
2016,Truck Containers Loaded,-2371,-23.452028
2016,Trucks,-2684,-17.803131
2017,Bus Passengers,-180,-90
2017,Buses,-5,-71.428571
2017,Pedestrians,-153,-15.987461
2017,Personal Vehicle Passengers,-288,-0.624309
2017,Personal Vehicles,-749,-3.133105
2017,Rail Containers Empty,0,
2017,Rail Containers Loaded,0,
2017,Total People,-1370,-1.924319
2017,Total Vehicles,12522,53.501389
2017,Train Passengers,0,
2017,Trains,0,
2017,Truck Containers Empty,-136,-4.162841
2017,Truck Containers Loaded,10704,138.312443
2017,Trucks,1959,15.808586
2018,Bus Passengers,341,1705
2018,Buses,13,650
2018,Pedestrians,-80,-9.950249
2018,Personal Vehicle Passengers,-115,-0.250856
2018,Personal Vehicles,-352,-1.520059
2018,Rail Containers Empty,,
2018,Rail Containers Loaded,,
2018,Total People,-206,-0.295027
2018,Total Vehicles,629,1.750772
2018,Train Passengers,,
2018,Trains,,
2018,Truck Containers Empty,-885,-28.26573
2018,Truck Containers Loaded,-508,-2.754433
2018,Trucks,2009,13.999024
2019,Bus Passengers,7,1.939058
2019,Buses,-2,-13.333333
2019,Pedestrians,150,20.718232
2019,Personal Vehicle Passengers,-1340,-2.930371
2019,Personal Vehicles,-460,-2.017102
2019,Rail Containers Empty,,
2019,Rail Containers Loaded,,
2019,Total People,-1643,-2.360022
2019,Total Vehicles,941,2.574133
2019,Train Passengers,,
2019,Trains,,
2019,Truck Containers Empty,484,21.549421
2019,Truck Containers Loaded,-265,-1.477558
2019,Trucks,724,4.425428
2020,Bus Passengers,-321,-87.228261
2020,Buses,-11,-84.615385
2020,Pedestrians,-486,-55.606407
2020,Personal Vehicle Passengers,-34316,-77.309183
2020,Personal Vehicles,-16645,-74.490938
2020,Rail Containers Empty,,
2020,Rail Containers Loaded,,
2020,Total People,-51768,-76.157411
2020,Total Vehicles,-2373,-6.328506
2020,Train Passengers,,
2020,Trains,,
2020,Truck Containers Empty,2173,79.59707
2020,Truck Containers Loaded,-3635,-20.57159
2020,Trucks,-900,-5.268087
2021,Bus Passengers,-47,-100
2021,Buses,-2,-100
2021,Pedestrians,-150,-38.659794
2021,Personal Vehicle Passengers,-3528,-35.0278
2021,Personal Vehicles,-1101,-19.315789
2021,Rail Containers Empty,,
2021,Rail Containers Loaded,,
2021,Total People,-4826,-29.777257
2021,Total Vehicles,-1691,-4.814372
2021,Train Passengers,,
2021,Trains,,
2021,Truck Containers Empty,-1347,-27.472976
2021,Truck Containers Loaded,560,3.990025
2021,Trucks,-902,-5.573406
2022,Bus Passengers,,
2022,Buses,,
2022,Pedestrians,579,243.277311
2022,Personal Vehicle Passengers,19662,300.458435
2022,Personal Vehicles,9132,198.564905
2022,Rail Containers Empty,,
2022,Rail Containers Loaded,,
2022,Total People,29488,259.098497
2022,Total Vehicles,-3452,-10.325128
2022,Train Passengers,,
2022,Trains,,
2022,Truck Containers Empty,-1525,-42.885264
2022,Truck Containers Loaded,-304,-2.082905
2022,Trucks,-1627,-10.646512
2023,Bus Passengers,244,212.173913
2023,Buses,8,200
2023,Pedestrians,118,14.443084
2023,Personal Vehicle Passengers,11682,44.577578
2023,Personal Vehicles,5239,38.154541
2023,Rail Containers Empty,,
2023,Rail Containers Loaded,,
2023,Total People,17283,42.288776
2023,Total Vehicles,3064,10.219806
2023,Train Passengers,,
2023,Trains,,
2023,Truck Containers Empty,1518,74.741507
2023,Truck Containers Loaded,995,6.962424
2023,Trucks,543,3.976565
2024,Bus Passengers,11,3.064067
2024,Buses,-1,-8.333333
2024,Pedestrians,181,19.358289
2024,Personal Vehicle Passengers,4886,12.895904
2024,Personal Vehicles,1875,9.884027
2024,Rail Containers Empty,,
2024,Rail Containers Loaded,,
2024,Total People,6953,11.956597
2024,Total Vehicles,5482,16.589499
2024,Train Passengers,,
2024,Trains,,
2024,Truck Containers Empty,140,3.944773
2024,Truck Containers Loaded,5110,33.429282
2024,Trucks,233,1.641076
2025,Bus Passengers,68,18.378378
2025,Buses,3,27.272727
2025,Pedestrians,-409,-36.648746
2025,Personal Vehicle Passengers,-11132,-26.025155
2025,Personal Vehicles,-4887,-23.444471
2025,Rail Containers Empty,,
2025,Rail Containers Loaded,,
2025,Total People,-16360,-25.128638
2025,Total Vehicles,-7532,-19.549926
2025,Train Passengers,,
2025,Trains,,
2025,Truck Containers Empty,-1682,-45.595012
2025,Truck Containers Loaded,-3502,-17.170033
2025,Trucks,-2351,-16.291317
