year,crossingType,absoluteChange,pctChange
2000,Total Vehicles,32644,12.42795
2000,Train Passengers,268,24.814815
2000,Trains,78,21.666667
2000,Truck Containers Empty,8871,58.834063
2000,Truck Containers Loaded,4937,4.650878
2000,Trucks,18665,15.879971
2001,Bus Passengers,-5770,-27.998835
2001,Buses,-164,-18.959538
2001,Pedestrians,-6756,-54.217158
2001,Personal Vehicle Passengers,-179379,-26.495455
2001,Personal Vehicles,-20159,-10.063097
2001,Rail Containers Empty,1535,18.095014
2001,Rail Containers Loaded,618,4.326822
2001,Total People,-212422,-23.297991
2001,Total Vehicles,-9664,-3.272493
2001,Train Passengers,-358,-26.557864
2001,Trains,-108,-24.657534
2001,Truck Containers Empty,-8026,-33.512882
2001,Truck Containers Loaded,2857,2.571812
2001,Trucks,-6376,-4.681248
2002,Bus Passengers,-2300,-15.500741
2002,Buses,-46,-6.562054
2002,Pedestrians,-2269,-39.77213
2002,Personal Vehicle Passengers,24353,4.893708
2002,Personal Vehicles,3784,2.100274
2002,Rail Containers Empty,-1699,-16.959473
2002,Rail Containers Loaded,1473,9.885243
2002,Total People,23616,3.376903
2002,Total Vehicles,-5710,-1.998978
2002,Train Passengers,48,4.848485
2002,Trains,-17,-5.151515
2002,Truck Containers Empty,-134,-0.84155
2002,Truck Containers Loaded,-1998,-1.753462
2002,Trucks,-3289,-2.533371
2003,Bus Passengers,-1629,-12.992503
2003,Buses,-35,-5.343511
2003,Pedestrians,687,19.994179
2003,Personal Vehicle Passengers,67691,12.967823
2003,Personal Vehicles,-16506,-8.973042
2003,Rail Containers Empty,-495,-5.950234
2003,Rail Containers Loaded,1063,6.492
2003,Total People,50210,6.945107
2003,Total Vehicles,-48839,-17.446488
2003,Train Passengers,-33,-3.179191
2003,Trains,22,7.028754
2003,Truck Containers Empty,-4817,-30.508582
2003,Truck Containers Loaded,-20599,-18.400507
2003,Trucks,-23978,-18.949248
2004,Bus Passengers,3402,31.18526
2004,Buses,47,7.580645
2004,Pedestrians,-1534,-37.205918
2004,Personal Vehicle Passengers,53618,9.092682
2004,Personal Vehicles,32475,19.394428
2004,Rail Containers Empty,1141,14.583333
2004,Rail Containers Loaded,10968,62.900728
2004,Total People,88088,11.39317
2004,Total Vehicles,19119,8.273149
2004,Train Passengers,127,12.636816
2004,Trains,47,14.029851
2004,Truck Containers Empty,-3629,-33.0751
2004,Truck Containers Loaded,7296,7.986951
2004,Trucks,3249,3.167902
2005,Bus Passengers,217,1.516316
2005,Buses,-142,-21.289355
2005,Pedestrians,-353,-13.634608
2005,Personal Vehicle Passengers,44823,6.967656
2005,Personal Vehicles,-2708,-1.354542
2005,Rail Containers Empty,-361,-4.026771
2005,Rail Containers Loaded,-10269,-36.152086
2005,Total People,41897,4.864656
2005,Total Vehicles,-14989,-5.990424
2005,Train Passengers,-82,-7.243816
2005,Trains,-31,-8.115183
2005,Truck Containers Empty,978,13.318807
2005,Truck Containers Loaded,-5918,-5.99929
2005,Trucks,754,0.712605
2006,Bus Passengers,-476,-3.276432
2006,Buses,-102,-19.428571
2006,Pedestrians,-763,-34.123435
2006,Personal Vehicle Passengers,64116,9.317507
2006,Personal Vehicles,20029,10.156076
2006,Rail Containers Empty,752,8.740121
2006,Rail Containers Loaded,1779,9.809219
2006,Total People,82999,9.189946
2006,Total Vehicles,22082,9.387528
2006,Train Passengers,93,8.857143
2006,Trains,-2,-0.569801
2006,Truck Containers Empty,5470,65.737291
2006,Truck Containers Loaded,8930,9.63042
2006,Trucks,5255,4.931355
2007,Bus Passengers,-2002,-14.247082
2007,Buses,-86,-20.330969
2007,Pedestrians,297,20.162933
2007,Personal Vehicle Passengers,-276398,-36.743327
2007,Personal Vehicles,20673,9.516159
2007,Rail Containers Empty,2083,22.263788
2007,Rail Containers Loaded,3231,16.223952
2007,Total People,-256215,-25.981368
2007,Total Vehicles,31280,12.15659
2007,Train Passengers,1215,106.299213
2007,Trains,52,14.899713
2007,Truck Containers Empty,-1222,-8.860851
2007,Truck Containers Loaded,12345,12.143778
2007,Trucks,14877,13.304656
2008,Bus Passengers,-1488,-12.348548
2008,Buses,25,7.418398
2008,Pedestrians,-272,-15.367232
2008,Personal Vehicle Passengers,-25246,-5.305543
2008,Personal Vehicles,-12628,-5.3078
2008,Rail Containers Empty,1289,11.268468
2008,Rail Containers Loaded,-5734,-24.773179
2008,Total People,-39970,-5.475838
2008,Total Vehicles,-5221,-1.809147
2008,Train Passengers,-336,-14.249364
2008,Trains,-64,-15.9601
2008,Truck Containers Empty,4811,38.276713
2008,Truck Containers Loaded,-5384,-4.722724
2008,Trucks,-164,-0.129445
2009,Bus Passengers,-3882,-36.754403
2009,Buses,-94,-25.966851
2009,Pedestrians,153,10.213618
2009,Personal Vehicle Passengers,25653,5.693126
2009,Personal Vehicles,12823,5.691876
2009,Rail Containers Empty,-2482,-19.500314
2009,Rail Containers Loaded,-4023,-23.104755
2009,Total People,34645,5.021276
2009,Total Vehicles,-43504,-15.352475
2009,Train Passengers,-102,-5.04451
2009,Trains,-17,-5.04451
2009,Truck Containers Empty,-382,-2.197929
2009,Truck Containers Loaded,-18987,-17.480528
2009,Trucks,-17519,-13.845619
2010,Bus Passengers,1613,24.146707
2010,Buses,30,11.19403
2010,Pedestrians,828,50.151423
2010,Personal Vehicle Passengers,63667,13.368427
2010,Personal Vehicles,37798,15.874242
2010,Rail Containers Empty,-647,-6.314659
2010,Rail Containers Loaded,2177,16.259616
2010,Total People,104038,14.357812
2010,Total Vehicles,3981,1.65969
2010,Train Passengers,132,6.875
2010,Trains,22,6.875
2010,Truck Containers Empty,2639,15.525356
2010,Truck Containers Loaded,-5708,-6.368332
2010,Trucks,5468,5.015962
2011,Bus Passengers,-380,-4.582178
2011,Buses,-82,-27.516779
2011,Pedestrians,617,24.889068
2011,Personal Vehicle Passengers,-118732,-21.990828
2011,Personal Vehicles,-9857,-3.572581
2011,Rail Containers Empty,2780,28.96135
2011,Rail Containers Loaded,-2862,-18.386226
2011,Total People,-128370,-15.491518
2011,Total Vehicles,21488,8.812155
2011,Train Passengers,-18,-0.877193
2011,Trains,-3,-0.877193
2011,Truck Containers Empty,5829,29.68376
2011,Truck Containers Loaded,10881,12.965456
2011,Trucks,4945,4.319532
2012,Bus Passengers,-435,-5.497283
2012,Buses,133,61.574074
2012,Pedestrians,952,30.749354
2012,Personal Vehicle Passengers,26095,6.195629
2012,Personal Vehicles,14481,5.442962
2012,Rail Containers Empty,9783,79.029001
2012,Rail Containers Loaded,1,0.007872
2012,Total People,41494,5.92537
2012,Total Vehicles,17925,6.755662
2012,Train Passengers,401,19.714848
2012,Trains,67,19.764012
2012,Truck Containers Empty,6177,24.255871
2012,Truck Containers Loaded,-1603,-1.690857
2012,Trucks,3367,2.819343
2013,Bus Passengers,-1181,-15.792993
2013,Buses,-116,-33.237822
2013,Pedestrians,575,14.204545
2013,Personal Vehicle Passengers,27685,6.189649
2013,Personal Vehicles,4613,1.644382
2013,Rail Containers Empty,-1054,-4.755888
2013,Rail Containers Loaded,151,1.188508
2013,Total People,31699,4.273421
2013,Total Vehicles,-11416,-4.030248
2013,Train Passengers,7,0.287474
2013,Trains,1,0.246305
2013,Truck Containers Empty,-424,-1.339949
2013,Truck Containers Loaded,-11223,-12.041716
2013,Trucks,1249,1.017167
2014,Bus Passengers,222,3.525488
2014,Buses,-76,-32.618026
2014,Pedestrians,-1102,-23.837335
2014,Personal Vehicle Passengers,-16633,-3.50195
2014,Personal Vehicles,-7375,-2.586412
2014,Rail Containers Empty,-9591,-45.437749
2014,Rail Containers Loaded,-4483,-34.870877
2014,Total People,-25380,-3.281317
2014,Total Vehicles,18018,6.628115
2014,Train Passengers,-492,-20.14742
2014,Trains,-82,-20.14742
2014,Truck Containers Empty,4646,14.881963
2014,Truck Containers Loaded,16901,20.616507
2014,Trucks,10703,8.628599
2015,Bus Passengers,-716,-10.98328
2015,Buses,24,15.286624
2015,Pedestrians,-1111,-31.553536
2015,Personal Vehicle Passengers,-46685,-10.18587
2015,Personal Vehicles,-24188,-8.707955
2015,Rail Containers Empty,-796,-6.911522
2015,Rail Containers Loaded,5375,64.194434
2015,Total People,-72730,-9.722092
2015,Total Vehicles,-25293,-8.725937
2015,Train Passengers,-30,-1.538462
2015,Trains,-5,-1.538462
2015,Truck Containers Empty,-9729,-27.126725
2015,Truck Containers Loaded,-6458,-6.531215
2015,Trucks,-13704,-10.170397
2016,Bus Passengers,-2581,-44.476995
2016,Buses,-57,-31.491713
2016,Pedestrians,161,6.680498
2016,Personal Vehicle Passengers,-26944,-6.54543
2016,Personal Vehicles,-9807,-3.867403
2016,Rail Containers Empty,-1782,-16.621584
2016,Rail Containers Loaded,2790,20.293861
2016,Total People,-39183,-5.801795
2016,Total Vehicles,-6826,-2.580065
2016,Train Passengers,-12,-0.625
2016,Trains,-2,-0.625
2016,Truck Containers Empty,-4440,-16.988062
2016,Truck Containers Loaded,-72,-0.077904
2016,Trucks,-3263,-2.695803
2017,Bus Passengers,2959,91.837368
2017,Buses,50,40.322581
2017,Pedestrians,-439,-17.075068
2017,Personal Vehicle Passengers,1564,0.406548
2017,Personal Vehicles,-35863,-14.711577
2017,Rail Containers Empty,-278,-3.109968
2017,Rail Containers Loaded,1980,11.972427
2017,Total People,-31671,-4.978332
2017,Total Vehicles,20479,7.945573
2017,Train Passengers,108,5.660377
2017,Trains,40,12.578616
2017,Truck Containers Empty,-1982,-9.135324
2017,Truck Containers Loaded,20607,22.314264
2017,Trucks,62,0.052642
2018,Bus Passengers,-1443,-23.345737
2018,Buses,-42,-24.137931
2018,Pedestrians,345,16.181989
2018,Personal Vehicle Passengers,-10700,-2.770112
2018,Personal Vehicles,-25612,-12.318733
2018,Rail Containers Empty,-1751,-20.217065
2018,Rail Containers Loaded,4018,21.697808
2018,Total People,-37548,-6.211353
2018,Total Vehicles,4716,1.695061
2018,Train Passengers,-138,-6.845238
2018,Trains,-34,-9.497207
2018,Truck Containers Empty,188,0.953637
2018,Truck Containers Loaded,-492,-0.435568
2018,Trucks,2829,2.400733
2019,Bus Passengers,-1548,-32.672014
2019,Buses,-31,-23.484848
2019,Pedestrians,427,17.238595
2019,Personal Vehicle Passengers,-23028,-6.131545
2019,Personal Vehicles,-11306,-6.201899
2019,Rail Containers Empty,646,9.34877
2019,Rail Containers Loaded,2894,12.841676
2019,Total People,-35230,-6.213864
2019,Total Vehicles,22412,7.921226
2019,Train Passengers,225,11.980831
2019,Trains,45,13.888889
2019,Truck Containers Empty,1688,8.48156
2019,Truck Containers Loaded,7250,6.446507
2019,Trucks,9920,8.220904
2020,Bus Passengers,-2792,-87.523511
2020,Buses,-88,-87.128713
2020,Pedestrians,-700,-24.104683
2020,Personal Vehicle Passengers,-259836,-73.704395
2020,Personal Vehicles,-120299,-70.353172
2020,Rail Containers Empty,-695,-9.197988
2020,Rail Containers Loaded,-4593,-18.061345
2020,Total People,-383750,-72.170358
2020,Total Vehicles,-20805,-6.813537
2020,Train Passengers,-123,-5.848787
2020,Trains,-21,-5.691057
2020,Truck Containers Empty,2793,12.936545
2020,Truck Containers Loaded,-9083,-7.58725
2020,Trucks,-9118,-6.982265
2021,Bus Passengers,-398,-100
2021,Buses,-13,-100
2021,Pedestrians,693,31.442831
2021,Personal Vehicle Passengers,-16674,-17.986667
2021,Personal Vehicles,-3663,-7.225707
2021,Rail Containers Empty,-365,-5.319924
2021,Rail Containers Loaded,7064,33.901233
2021,Total People,-20350,-13.752044
2021,Total Vehicles,43104,15.148501
2021,Train Passengers,-308,-15.555556
2021,Trains,31,8.908046
2021,Truck Containers Empty,6119,25.095353
2021,Truck Containers Loaded,11237,10.157189
2021,Trucks,19031,15.667243
2022,Bus Passengers,472,
2022,Buses,22,
2022,Pedestrians,-2052,-70.831895
2022,Personal Vehicle Passengers,163935,215.624507
2022,Personal Vehicles,72437,154.019689
2022,Rail Containers Empty,245,3.771552
2022,Rail Containers Loaded,-1704,-6.107308
2022,Total People,233238,182.7483
2022,Total Vehicles,-25871,-7.895998
2022,Train Passengers,-1554,-92.942584
2022,Trains,14,3.693931
2022,Truck Containers Empty,-3172,-10.399318
2022,Truck Containers Loaded,-10275,-8.431253
2022,Trucks,-11001,-7.829838
2023,Bus Passengers,133,28.177966
2023,Buses,-7,-31.818182
2023,Pedestrians,110,13.017751
2023,Personal Vehicle Passengers,80737,33.645604
2023,Personal Vehicles,32827,27.477651
2023,Rail Containers Empty,58,0.860406
2023,Rail Containers Loaded,2907,11.09669
2023,Total People,113689,31.504492
2023,Total Vehicles,58899,19.517457
2023,Train Passengers,-118,-100
2023,Trains,8,2.035623
2023,Truck Containers Empty,-2192,-8.02049
2023,Truck Containers Loaded,49191,44.080722
2023,Trucks,8934,6.898842
2024,Bus Passengers,1218,201.322314
2024,Buses,31,206.666667
2024,Pedestrians,-955,-100
2024,Personal Vehicle Passengers,6940,2.164016
2024,Personal Vehicles,470,0.308612
2024,Rail Containers Empty,1679,24.694808
2024,Rail Containers Loaded,-2395,-8.229109
2024,Total People,7673,1.616883
2024,Total Vehicles,62175,17.238511
2024,Train Passengers,,
2024,Trains,-35,-8.72818
2024,Truck Containers Empty,3928,15.625746
2024,Truck Containers Loaded,51501,32.031172
2024,Trucks,7466,5.393184
2025,Bus Passengers,-153,-8.392759
2025,Buses,2,4.347826
2025,Pedestrians,,
2025,Personal Vehicle Passengers,-68847,-21.013002
2025,Personal Vehicles,-30475,-19.948941
2025,Rail Containers Empty,1868,22.033498
2025,Rail Containers Loaded,-5401,-20.221648
2025,Total People,-99475,-20.628209
2025,Total Vehicles,-46362,-10.964172
2025,Train Passengers,,
2025,Trains,13,3.551913
2025,Truck Containers Empty,-2977,-10.242207
2025,Truck Containers Loaded,-32810,-15.455637
2025,Trucks,-7057,-4.836875
